Regional_District,Target_Type,Date,Data_Type,Completions_Value,PI_Lower_95,PI_Upper_95,Winning_Model,PI_Lower_80,PI_Upper_80,PI_Lower_50,PI_Upper_50,PI_Method
Metro Vancouver,Single,2025-05-01,Historical,202.3,,,Pooled Ridge v13,,,,,
Metro Vancouver,Single,2025-06-01,Historical,219.0,,,Pooled Ridge v13,,,,,
Metro Vancouver,Single,2025-07-01,Historical,207.7,,,Pooled Ridge v13,,,,,
Metro Vancouver,Single,2025-08-01,Historical,195.3,,,Pooled Ridge v13,,,,,
Metro Vancouver,Single,2025-09-01,Historical,162.0,,,Pooled Ridge v13,,,,,
Metro Vancouver,Single,2025-10-01,Historical,175.3,,,Pooled Ridge v13,,,,,
Metro Vancouver,Single,2025-11-01,Historical,170.3,,,Pooled Ridge v13,,,,,
Metro Vancouver,Single,2025-12-01,Historical,230.7,,,Pooled Ridge v13,,,,,
Metro Vancouver,Single,2026-01-01,Forecast,218.1,167.1,232.4,Pooled Ridge v13,183.8,224.5,199.5,216.6,"Conformal (pooled, holdout-calibrated)"
Metro Vancouver,Single,2026-02-01,Forecast,208.9,157.9,223.2,Pooled Ridge v13,174.6,215.3,190.3,207.4,"Conformal (pooled, holdout-calibrated)"
Metro Vancouver,Single,2026-03-01,Forecast,185.7,134.7,200.0,Pooled Ridge v13,151.4,192.1,167.1,184.3,"Conformal (pooled, holdout-calibrated)"
Metro Vancouver,Single,2026-04-01,Forecast,175.7,117.3,230.5,Pooled Ridge v13,147.4,202.1,158.1,187.3,"Conformal (pooled, holdout-calibrated)"
Metro Vancouver,Single,2026-05-01,Forecast,172.8,114.4,227.5,Pooled Ridge v13,144.5,199.2,155.2,184.4,"Conformal (pooled, holdout-calibrated)"
Metro Vancouver,Single,2026-06-01,Forecast,178.3,119.9,233.1,Pooled Ridge v13,150.0,204.7,160.7,189.9,"Conformal (pooled, holdout-calibrated)"
Metro Vancouver,Single,2026-07-01,Forecast,185.4,119.9,228.1,Pooled Ridge v13,134.2,216.3,163.3,194.5,"Conformal (pooled, holdout-calibrated)"
Metro Vancouver,Single,2026-08-01,Forecast,192.0,126.5,234.6,Pooled Ridge v13,140.8,222.8,169.8,201.0,"Conformal (pooled, holdout-calibrated)"
Metro Vancouver,Single,2026-09-01,Forecast,195.1,129.6,237.7,Pooled Ridge v13,143.9,225.9,172.9,204.1,"Conformal (pooled, holdout-calibrated)"
Metro Vancouver,Single,2026-10-01,Forecast,196.6,131.1,239.3,Pooled Ridge v13,145.5,227.5,174.5,205.7,"Conformal (pooled, holdout-calibrated)"
Metro Vancouver,Single,2026-11-01,Forecast,194.1,128.6,236.8,Pooled Ridge v13,142.9,224.9,171.9,203.1,"Conformal (pooled, holdout-calibrated)"
Metro Vancouver,Single,2026-12-01,Forecast,191.0,125.5,233.7,Pooled Ridge v13,139.9,221.9,168.9,200.1,"Conformal (pooled, holdout-calibrated)"
Metro Vancouver,Single,2027-01-01,Forecast,183.6,107.0,233.5,Pooled Ridge v13,123.7,219.7,157.7,194.2,"Conformal (pooled, holdout-calibrated)"
Metro Vancouver,Single,2027-02-01,Forecast,178.3,98.8,230.1,Pooled Ridge v13,116.2,215.8,151.4,189.3,"Conformal (pooled, holdout-calibrated)"
Metro Vancouver,Single,2027-03-01,Forecast,175.3,93.0,228.9,Pooled Ridge v13,111.0,214.1,147.5,186.7,"Conformal (pooled, holdout-calibrated)"
Metro Vancouver,Single,2027-04-01,Forecast,175.6,90.6,231.0,Pooled Ridge v13,109.2,215.6,146.9,187.3,"Conformal (pooled, holdout-calibrated)"
Metro Vancouver,Single,2027-05-01,Forecast,178.0,90.4,235.1,Pooled Ridge v13,109.5,219.3,148.4,190.1,"Conformal (pooled, holdout-calibrated)"
Metro Vancouver,Single,2027-06-01,Forecast,181.4,91.2,240.1,Pooled Ridge v13,110.9,223.8,150.9,193.8,"Conformal (pooled, holdout-calibrated)"
Metro Vancouver,Single,2027-07-01,Forecast,184.4,91.8,244.7,Pooled Ridge v13,112.0,228.0,153.1,197.2,"Conformal (pooled, holdout-calibrated)"
Metro Vancouver,Single,2027-08-01,Forecast,186.2,91.2,248.1,Pooled Ridge v13,112.0,231.0,154.1,199.3,"Conformal (pooled, holdout-calibrated)"
Metro Vancouver,Single,2027-09-01,Forecast,186.4,89.1,249.9,Pooled Ridge v13,110.4,232.3,153.5,199.9,"Conformal (pooled, holdout-calibrated)"
Metro Vancouver,Single,2027-10-01,Forecast,185.2,85.5,250.1,Pooled Ridge v13,107.3,232.2,151.5,199.0,"Conformal (pooled, holdout-calibrated)"
Metro Vancouver,Single,2027-11-01,Forecast,182.7,80.9,249.2,Pooled Ridge v13,103.1,230.8,148.3,196.8,"Conformal (pooled, holdout-calibrated)"
Metro Vancouver,Single,2027-12-01,Forecast,179.9,75.8,247.7,Pooled Ridge v13,98.6,229.0,144.7,194.3,"Conformal (pooled, holdout-calibrated)"
Metro Vancouver,Single,2028-01-01,Forecast,177.2,72.4,245.5,Pooled Ridge v13,95.3,226.6,141.8,191.7,"Conformal (pooled, holdout-calibrated)"
Metro Vancouver,Single,2028-02-01,Forecast,175.5,70.7,243.8,Pooled Ridge v13,93.6,224.9,140.1,190.0,"Conformal (pooled, holdout-calibrated)"
Metro Vancouver,Single,2028-03-01,Forecast,175.0,70.2,243.3,Pooled Ridge v13,93.1,224.4,139.6,189.5,"Conformal (pooled, holdout-calibrated)"
Metro Vancouver,Single,2028-04-01,Forecast,175.6,70.8,243.9,Pooled Ridge v13,93.7,225.0,140.2,190.1,"Conformal (pooled, holdout-calibrated)"
Metro Vancouver,Single,2028-05-01,Forecast,176.9,72.1,245.2,Pooled Ridge v13,95.0,226.2,141.4,191.3,"Conformal (pooled, holdout-calibrated)"
Metro Vancouver,Single,2028-06-01,Forecast,178.4,73.6,246.7,Pooled Ridge v13,96.5,227.8,143.0,192.9,"Conformal (pooled, holdout-calibrated)"
Metro Vancouver,Single,2028-07-01,Forecast,179.6,74.9,247.9,Pooled Ridge v13,97.8,229.0,144.2,194.1,"Conformal (pooled, holdout-calibrated)"
Metro Vancouver,Single,2028-08-01,Forecast,180.3,75.5,248.6,Pooled Ridge v13,98.4,229.7,144.9,194.8,"Conformal (pooled, holdout-calibrated)"
Metro Vancouver,Single,2028-09-01,Forecast,180.1,75.4,248.4,Pooled Ridge v13,98.3,229.5,144.7,194.6,"Conformal (pooled, holdout-calibrated)"
Metro Vancouver,Single,2028-10-01,Forecast,179.3,74.5,247.6,Pooled Ridge v13,97.4,228.7,143.9,193.8,"Conformal (pooled, holdout-calibrated)"
Metro Vancouver,Single,2028-11-01,Forecast,177.9,73.1,246.2,Pooled Ridge v13,96.0,227.3,142.5,192.4,"Conformal (pooled, holdout-calibrated)"
Metro Vancouver,Single,2028-12-01,Forecast,176.4,71.6,244.7,Pooled Ridge v13,94.5,225.8,141.0,190.9,"Conformal (pooled, holdout-calibrated)"
Nanaimo,Single,2020-01-01,Historical,36.0,,,Pooled Ridge v13,,,,,
Nanaimo,Single,2020-02-01,Historical,31.0,,,Pooled Ridge v13,,,,,
Nanaimo,Single,2020-03-01,Historical,31.7,,,Pooled Ridge v13,,,,,
Nanaimo,Single,2020-04-01,Historical,26.3,,,Pooled Ridge v13,,,,,
Nanaimo,Single,2020-05-01,Historical,23.3,,,Pooled Ridge v13,,,,,
Nanaimo,Single,2020-06-01,Historical,23.7,,,Pooled Ridge v13,,,,,
Nanaimo,Single,2020-07-01,Historical,25.3,,,Pooled Ridge v13,,,,,
Nanaimo,Single,2020-08-01,Historical,29.3,,,Pooled Ridge v13,,,,,
Nanaimo,Single,2020-09-01,Historical,30.0,,,Pooled Ridge v13,,,,,
Nanaimo,Single,2020-10-01,Historical,27.7,,,Pooled Ridge v13,,,,,
Nanaimo,Single,2020-11-01,Historical,22.0,,,Pooled Ridge v13,,,,,
Nanaimo,Single,2020-12-01,Historical,19.7,,,Pooled Ridge v13,,,,,
Nanaimo,Single,2021-01-01,Historical,17.7,,,Pooled Ridge v13,,,,,
Nanaimo,Single,2021-02-01,Historical,19.7,,,Pooled Ridge v13,,,,,
Nanaimo,Single,2021-03-01,Historical,17.3,,,Pooled Ridge v13,,,,,
Nanaimo,Single,2021-04-01,Historical,23.0,,,Pooled Ridge v13,,,,,
Nanaimo,Single,2021-05-01,Historical,23.0,,,Pooled Ridge v13,,,,,
Nanaimo,Single,2021-06-01,Historical,21.0,,,Pooled Ridge v13,,,,,
Nanaimo,Single,2021-07-01,Historical,22.0,,,Pooled Ridge v13,,,,,
Nanaimo,Single,2021-08-01,Historical,31.3,,,Pooled Ridge v13,,,,,
Nanaimo,Single,2021-09-01,Historical,33.0,,,Pooled Ridge v13,,,,,
Nanaimo,Single,2021-10-01,Historical,34.0,,,Pooled Ridge v13,,,,,
Nanaimo,Single,2021-11-01,Historical,24.7,,,Pooled Ridge v13,,,,,
Nanaimo,Single,2021-12-01,Historical,30.7,,,Pooled Ridge v13,,,,,
Nanaimo,Single,2022-01-01,Historical,27.7,,,Pooled Ridge v13,,,,,
Nanaimo,Single,2022-02-01,Historical,33.0,,,Pooled Ridge v13,,,,,
Nanaimo,Single,2022-03-01,Historical,25.0,,,Pooled Ridge v13,,,,,
Nanaimo,Single,2022-04-01,Historical,22.3,,,Pooled Ridge v13,,,,,
Nanaimo,Single,2022-05-01,Historical,15.3,,,Pooled Ridge v13,,,,,
Nanaimo,Single,2022-06-01,Historical,14.0,,,Pooled Ridge v13,,,,,
Nanaimo,Single,2022-07-01,Historical,11.0,,,Pooled Ridge v13,,,,,
Nanaimo,Single,2022-08-01,Historical,12.7,,,Pooled Ridge v13,,,,,
Nanaimo,Single,2022-09-01,Historical,13.0,,,Pooled Ridge v13,,,,,
Nanaimo,Single,2022-10-01,Historical,15.0,,,Pooled Ridge v13,,,,,
Nanaimo,Single,2022-11-01,Historical,14.7,,,Pooled Ridge v13,,,,,
Nanaimo,Single,2022-12-01,Historical,16.7,,,Pooled Ridge v13,,,,,
Nanaimo,Single,2023-01-01,Historical,19.0,,,Pooled Ridge v13,,,,,
Nanaimo,Single,2023-02-01,Historical,21.7,,,Pooled Ridge v13,,,,,
Nanaimo,Single,2023-03-01,Historical,20.7,,,Pooled Ridge v13,,,,,
Nanaimo,Single,2023-04-01,Historical,26.0,,,Pooled Ridge v13,,,,,
Nanaimo,Single,2023-05-01,Historical,27.0,,,Pooled Ridge v13,,,,,
Nanaimo,Single,2023-06-01,Historical,34.3,,,Pooled Ridge v13,,,,,
Nanaimo,Single,2023-07-01,Historical,31.3,,,Pooled Ridge v13,,,,,
Nanaimo,Single,2023-08-01,Historical,32.0,,,Pooled Ridge v13,,,,,
Nanaimo,Single,2023-09-01,Historical,26.7,,,Pooled Ridge v13,,,,,
Nanaimo,Single,2023-10-01,Historical,23.0,,,Pooled Ridge v13,,,,,
Nanaimo,Single,2023-11-01,Historical,14.3,,,Pooled Ridge v13,,,,,
Nanaimo,Single,2023-12-01,Historical,8.0,,,Pooled Ridge v13,,,,,
Nanaimo,Single,2024-01-01,Historical,3.7,,,Pooled Ridge v13,,,,,
Nanaimo,Single,2024-02-01,Historical,8.3,,,Pooled Ridge v13,,,,,
Nanaimo,Single,2024-03-01,Historical,22.3,,,Pooled Ridge v13,,,,,
Nanaimo,Single,2024-04-01,Historical,20.7,,,Pooled Ridge v13,,,,,
Nanaimo,Single,2024-05-01,Historical,20.3,,,Pooled Ridge v13,,,,,
Nanaimo,Single,2024-06-01,Historical,12.3,,,Pooled Ridge v13,,,,,
Nanaimo,Single,2024-07-01,Historical,13.7,,,Pooled Ridge v13,,,,,
Nanaimo,Single,2024-08-01,Historical,24.7,,,Pooled Ridge v13,,,,,
Nanaimo,Single,2024-09-01,Historical,18.7,,,Pooled Ridge v13,,,,,
Nanaimo,Single,2024-10-01,Historical,24.3,,,Pooled Ridge v13,,,,,
Nanaimo,Single,2024-11-01,Historical,10.3,,,Pooled Ridge v13,,,,,
Nanaimo,Single,2024-12-01,Historical,10.7,,,Pooled Ridge v13,,,,,
Nanaimo,Single,2025-01-01,Historical,6.3,,,Pooled Ridge v13,,,,,
Nanaimo,Single,2025-02-01,Historical,10.0,,,Pooled Ridge v13,,,,,
Nanaimo,Single,2025-03-01,Historical,15.0,,,Pooled Ridge v13,,,,,
Nanaimo,Single,2025-04-01,Historical,20.0,,,Pooled Ridge v13,,,,,
Nanaimo,Single,2025-05-01,Historical,15.3,,,Pooled Ridge v13,,,,,
Nanaimo,Single,2025-06-01,Historical,14.7,,,Pooled Ridge v13,,,,,
Nanaimo,Single,2025-07-01,Historical,7.0,,,Pooled Ridge v13,,,,,
Nanaimo,Single,2025-08-01,Historical,11.7,,,Pooled Ridge v13,,,,,
Nanaimo,Single,2025-09-01,Historical,11.7,,,Pooled Ridge v13,,,,,
Nanaimo,Single,2025-10-01,Historical,16.3,,,Pooled Ridge v13,,,,,
Nanaimo,Single,2025-11-01,Historical,15.7,,,Pooled Ridge v13,,,,,
Nanaimo,Single,2025-12-01,Historical,13.7,,,Pooled Ridge v13,,,,,
Nanaimo,Single,2026-01-01,Forecast,11.6,0.0,15.0,Pooled Ridge v13,3.7,13.1,7.3,11.3,"Conformal (pooled, holdout-calibrated)"
Nanaimo,Single,2026-02-01,Forecast,10.2,0.0,13.5,Pooled Ridge v13,2.2,11.6,5.8,9.8,"Conformal (pooled, holdout-calibrated)"
Nanaimo,Single,2026-03-01,Forecast,9.5,0.0,12.8,Pooled Ridge v13,1.6,11.0,5.2,9.2,"Conformal (pooled, holdout-calibrated)"
Nanaimo,Single,2026-04-01,Forecast,9.5,0.0,22.2,Pooled Ridge v13,2.9,15.6,5.4,12.2,"Conformal (pooled, holdout-calibrated)"
Nanaimo,Single,2026-05-01,Forecast,9.7,0.0,22.4,Pooled Ridge v13,3.1,15.8,5.6,12.4,"Conformal (pooled, holdout-calibrated)"
Nanaimo,Single,2026-06-01,Forecast,10.2,0.0,22.9,Pooled Ridge v13,3.6,16.4,6.1,12.9,"Conformal (pooled, holdout-calibrated)"
Nanaimo,Single,2026-07-01,Forecast,10.6,0.0,20.5,Pooled Ridge v13,0.0,17.8,5.5,12.7,"Conformal (pooled, holdout-calibrated)"
Nanaimo,Single,2026-08-01,Forecast,11.4,0.0,21.3,Pooled Ridge v13,0.0,18.6,6.3,13.5,"Conformal (pooled, holdout-calibrated)"
Nanaimo,Single,2026-09-01,Forecast,11.6,0.0,21.6,Pooled Ridge v13,0.0,18.8,6.5,13.7,"Conformal (pooled, holdout-calibrated)"
Nanaimo,Single,2026-10-01,Forecast,11.7,0.0,21.6,Pooled Ridge v13,0.0,18.9,6.6,13.8,"Conformal (pooled, holdout-calibrated)"
Nanaimo,Single,2026-11-01,Forecast,11.2,0.0,21.2,Pooled Ridge v13,0.0,18.4,6.1,13.3,"Conformal (pooled, holdout-calibrated)"
Nanaimo,Single,2026-12-01,Forecast,10.7,0.0,20.6,Pooled Ridge v13,0.0,17.9,5.6,12.8,"Conformal (pooled, holdout-calibrated)"
Nanaimo,Single,2027-01-01,Forecast,10.3,0.0,21.9,Pooled Ridge v13,0.0,18.7,4.3,12.8,"Conformal (pooled, holdout-calibrated)"
Nanaimo,Single,2027-02-01,Forecast,10.1,0.0,22.2,Pooled Ridge v13,0.0,18.8,3.9,12.7,"Conformal (pooled, holdout-calibrated)"
Nanaimo,Single,2027-03-01,Forecast,10.1,0.0,22.5,Pooled Ridge v13,0.0,19.1,3.6,12.7,"Conformal (pooled, holdout-calibrated)"
Nanaimo,Single,2027-04-01,Forecast,10.2,0.0,23.1,Pooled Ridge v13,0.0,19.5,3.5,12.9,"Conformal (pooled, holdout-calibrated)"
Nanaimo,Single,2027-05-01,Forecast,10.4,0.0,23.6,Pooled Ridge v13,0.0,20.0,3.5,13.2,"Conformal (pooled, holdout-calibrated)"
Nanaimo,Single,2027-06-01,Forecast,10.6,0.0,24.2,Pooled Ridge v13,0.0,20.4,3.5,13.5,"Conformal (pooled, holdout-calibrated)"
Nanaimo,Single,2027-07-01,Forecast,10.7,0.0,24.8,Pooled Ridge v13,0.0,20.9,3.5,13.7,"Conformal (pooled, holdout-calibrated)"
Nanaimo,Single,2027-08-01,Forecast,10.9,0.0,25.2,Pooled Ridge v13,0.0,21.3,3.4,13.9,"Conformal (pooled, holdout-calibrated)"
Nanaimo,Single,2027-09-01,Forecast,10.8,0.0,25.6,Pooled Ridge v13,0.0,21.5,3.2,14.0,"Conformal (pooled, holdout-calibrated)"
Nanaimo,Single,2027-10-01,Forecast,10.7,0.0,25.8,Pooled Ridge v13,0.0,21.6,2.9,13.9,"Conformal (pooled, holdout-calibrated)"
Nanaimo,Single,2027-11-01,Forecast,10.6,0.0,26.0,Pooled Ridge v13,0.0,21.7,2.6,13.8,"Conformal (pooled, holdout-calibrated)"
Nanaimo,Single,2027-12-01,Forecast,10.4,0.0,26.1,Pooled Ridge v13,0.0,21.8,2.2,13.7,"Conformal (pooled, holdout-calibrated)"
Nanaimo,Single,2028-01-01,Forecast,10.3,0.0,26.1,Pooled Ridge v13,0.0,21.7,2.0,13.6,"Conformal (pooled, holdout-calibrated)"
Nanaimo,Single,2028-02-01,Forecast,10.2,0.0,26.0,Pooled Ridge v13,0.0,21.7,2.0,13.5,"Conformal (pooled, holdout-calibrated)"
Nanaimo,Single,2028-03-01,Forecast,10.2,0.0,26.0,Pooled Ridge v13,0.0,21.6,1.9,13.5,"Conformal (pooled, holdout-calibrated)"
Nanaimo,Single,2028-04-01,Forecast,10.2,0.0,26.1,Pooled Ridge v13,0.0,21.7,2.0,13.6,"Conformal (pooled, holdout-calibrated)"
Nanaimo,Single,2028-05-01,Forecast,10.3,0.0,26.1,Pooled Ridge v13,0.0,21.8,2.1,13.7,"Conformal (pooled, holdout-calibrated)"
Nanaimo,Single,2028-06-01,Forecast,10.4,0.0,26.2,Pooled Ridge v13,0.0,21.8,2.2,13.7,"Conformal (pooled, holdout-calibrated)"
Nanaimo,Single,2028-07-01,Forecast,10.4,0.0,26.3,Pooled Ridge v13,0.0,21.9,2.2,13.8,"Conformal (pooled, holdout-calibrated)"
Nanaimo,Single,2028-08-01,Forecast,10.5,0.0,26.3,Pooled Ridge v13,0.0,21.9,2.3,13.8,"Conformal (pooled, holdout-calibrated)"
Nanaimo,Single,2028-09-01,Forecast,10.5,0.0,26.3,Pooled Ridge v13,0.0,21.9,2.2,13.8,"Conformal (pooled, holdout-calibrated)"
Nanaimo,Single,2028-10-01,Forecast,10.4,0.0,26.3,Pooled Ridge v13,0.0,21.9,2.2,13.8,"Conformal (pooled, holdout-calibrated)"
Nanaimo,Single,2028-11-01,Forecast,10.3,0.0,26.2,Pooled Ridge v13,0.0,21.8,2.1,13.7,"Conformal (pooled, holdout-calibrated)"
Nanaimo,Single,2028-12-01,Forecast,10.3,0.0,26.1,Pooled Ridge v13,0.0,21.7,2.0,13.6,"Conformal (pooled, holdout-calibrated)"
Thompson-Nicola,Single,2020-01-01,Historical,28.0,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Single,2020-02-01,Historical,18.0,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Single,2020-03-01,Historical,18.0,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Single,2020-04-01,Historical,15.3,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Single,2020-05-01,Historical,29.3,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Single,2020-06-01,Historical,26.7,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Single,2020-07-01,Historical,22.3,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Single,2020-08-01,Historical,18.0,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Single,2020-09-01,Historical,17.0,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Single,2020-10-01,Historical,16.7,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Single,2020-11-01,Historical,6.7,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Single,2020-12-01,Historical,9.0,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Single,2021-01-01,Historical,16.7,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Single,2021-02-01,Historical,27.7,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Single,2021-03-01,Historical,30.0,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Single,2021-04-01,Historical,23.3,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Single,2021-05-01,Historical,17.7,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Single,2021-06-01,Historical,16.0,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Single,2021-07-01,Historical,15.3,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Single,2021-08-01,Historical,15.7,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Single,2021-09-01,Historical,17.3,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Single,2021-10-01,Historical,25.0,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Single,2021-11-01,Historical,22.3,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Single,2021-12-01,Historical,17.0,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Single,2022-01-01,Historical,9.7,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Single,2022-02-01,Historical,9.0,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Single,2022-03-01,Historical,16.0,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Single,2022-04-01,Historical,18.0,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Single,2022-05-01,Historical,22.3,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Single,2022-06-01,Historical,22.0,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Single,2022-07-01,Historical,22.3,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Single,2022-08-01,Historical,17.3,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Single,2022-09-01,Historical,11.3,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Single,2022-10-01,Historical,9.3,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Single,2022-11-01,Historical,6.0,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Single,2022-12-01,Historical,5.0,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Single,2023-01-01,Historical,16.3,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Single,2023-02-01,Historical,25.0,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Single,2023-03-01,Historical,29.3,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Single,2023-04-01,Historical,19.3,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Single,2023-05-01,Historical,12.0,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Single,2023-06-01,Historical,9.0,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Single,2023-07-01,Historical,5.3,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Single,2023-08-01,Historical,4.0,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Single,2023-09-01,Historical,45.3,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Single,2023-10-01,Historical,56.0,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Single,2023-11-01,Historical,57.0,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Single,2023-12-01,Historical,17.0,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Single,2024-01-01,Historical,6.0,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Single,2024-02-01,Historical,6.3,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Single,2024-03-01,Historical,5.0,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Single,2024-04-01,Historical,7.7,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Single,2024-05-01,Historical,13.7,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Single,2024-06-01,Historical,16.0,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Single,2024-07-01,Historical,15.0,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Single,2024-08-01,Historical,8.3,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Single,2024-09-01,Historical,4.7,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Single,2024-10-01,Historical,5.7,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Single,2024-11-01,Historical,6.3,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Single,2024-12-01,Historical,5.7,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Single,2025-01-01,Historical,5.3,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Single,2025-02-01,Historical,6.7,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Single,2025-03-01,Historical,7.3,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Single,2025-04-01,Historical,9.7,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Single,2025-05-01,Historical,8.7,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Single,2025-06-01,Historical,10.7,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Single,2025-07-01,Historical,7.0,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Single,2025-08-01,Historical,6.7,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Single,2025-09-01,Historical,5.0,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Single,2025-10-01,Historical,6.3,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Single,2025-11-01,Historical,5.7,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Single,2025-12-01,Historical,5.3,,,Pooled Ridge v13,,,,,
Thompson-Nicola,Single,2026-01-01,Forecast,4.3,0.0,7.0,Pooled Ridge v13,0.0,5.5,0.8,4.0,"Conformal (pooled, holdout-calibrated)"
Thompson-Nicola,Single,2026-02-01,Forecast,3.2,0.0,5.9,Pooled Ridge v13,0.0,4.4,0.0,3.0,"Conformal (pooled, holdout-calibrated)"
Thompson-Nicola,Single,2026-03-01,Forecast,2.3,0.0,5.0,Pooled Ridge v13,0.0,3.6,0.0,2.1,"Conformal (pooled, holdout-calibrated)"
Thompson-Nicola,Single,2026-04-01,Forecast,1.8,0.0,12.1,Pooled Ridge v13,0.0,6.8,0.0,4.0,"Conformal (pooled, holdout-calibrated)"
Thompson-Nicola,Single,2026-05-01,Forecast,1.9,0.0,12.2,Pooled Ridge v13,0.0,6.9,0.0,4.1,"Conformal (pooled, holdout-calibrated)"
Thompson-Nicola,Single,2026-06-01,Forecast,2.7,0.0,13.0,Pooled Ridge v13,0.0,7.7,0.0,4.9,"Conformal (pooled, holdout-calibrated)"
Thompson-Nicola,Single,2026-07-01,Forecast,3.1,0.0,11.1,Pooled Ridge v13,0.0,8.9,0.0,4.8,"Conformal (pooled, holdout-calibrated)"
Thompson-Nicola,Single,2026-08-01,Forecast,3.3,0.0,11.4,Pooled Ridge v13,0.0,9.2,0.0,5.0,"Conformal (pooled, holdout-calibrated)"
Thompson-Nicola,Single,2026-09-01,Forecast,3.3,0.0,11.4,Pooled Ridge v13,0.0,9.1,0.0,5.0,"Conformal (pooled, holdout-calibrated)"
